Lifespan,partType,microstructure,coolingRate,quenchTime,forgeTime,smallDefects,largeDefects,sliverDefects,seedLocation,castType
768.3110306960224,Nozzle,colGrain,26,2.5088786292556686,3.841210576224328,25,0,0,Bottom,Investment
1433.4986953275163,Valve,colGrain,9,4.195113307195082,4.092003415217103,2,0,0,Top,Investment
2093.3994861209894,Block,equiGrain,14,2.609919272521028,1.8573406999529067,12,2,0,Top,Continuous
1813.034893743766,Nozzle,colGrain,6,2.10752312814245,3.3786788650851425,0,0,0,Bottom,Investment
996.7930071201029,Block,colGrain,25,3.6246831712220215,4.560778887442276,21,0,0,Bottom,Continuous
1954.3994222847048,Block,singleGrain,6,1.3375925646988729,5.023306439340836,0,0,0,Top,Continuous
2204.722114400798,Nozzle,singleGrain,15,3.723672327123432,7.385192311699097,10,0,0,Top,Die
1640.361303689847,Blade,colGrain,15,2.4847000940939923,8.263649401068115,10,0,0,Top,Die
975.64731523643,Block,colGrain,26,2.7444577716041216,9.053462277231246,20,0,0,Bottom,Continuous
1607.5113147738234,Nozzle,singleGrain,23,4.935535541678943,7.416547383152166,18,0,0,Bottom,Continuous
1881.825029570498,Block,equiGrain,9,1.2673089479038966,7.606337105482309,0,0,0,Top,Die
1406.399066094849,Nozzle,colGrain,23,3.916529673918492,9.8855445769908,18,0,0,Top,Continuous
1846.54629241726,Block,equiGrain,6,4.299173007312075,2.20703268449662,0,0,0,Bottom,Investment
372.72104468978944,Blade,colGrain,30,3.587287128995367,2.405033980940926,16,0,0,Bottom,Die
2058.7618716619936,Nozzle,colGrain,15,3.211682894374541,2.6583738048349272,9,0,0,Bottom,Investment
1697.6638275972823,Blade,colGrain,12,3.248912745120552,2.610699531528584,10,0,0,Bottom,Continuous
1163.5444794643377,Valve,colGrain,16,0.9472444328779096,2.451463450767669,18,0,0,Bottom,Investment
657.7202924377088,Valve,equiGrain,26,2.9039514540893587,2.3268947473037747,17,0,0,Bottom,Die
954.286235357258,Nozzle,singleGrain,27,2.31217350811849,3.533498973918739,18,0,0,Top,Die
1202.3143651469595,Valve,colGrain,16,4.709484384383952,5.837260200903121,14,0,0,Top,Investment
520.0601437825117,Valve,colGrain,24,4.938822763150056,6.098862459045412,23,0,0,Top,Investment
1574.836915666809,Block,equiGrain,19,4.580738766515524,6.258599389504638,18,0,0,Bottom,Investment
929.672449619014,Block,singleGrain,28,1.9557819933453893,8.809281185114376,21,0,0,Top,Continuous
1551.850871623119,Block,equiGrain,17,0.6252467199315084,8.619562715956114,16,0,0,Bottom,Continuous
1298.298954622123,Blade,singleGrain,22,3.181697345240173,7.534680842524898,17,0,0,Bottom,Die
1672.1586528217613,Block,singleGrain,6,1.0697785144154373,7.799111734063988,2,0,7,Top,Continuous
990.291566753826,Nozzle,colGrain,25,3.114606724070881,7.556727256601087,21,0,0,Bottom,Continuous
1452.923072234653,Nozzle,singleGrain,17,1.2949300933176504,5.591598677278965,20,0,0,Top,Investment
1520.9804789719374,Blade,colGrain,6,4.92134226442627,6.5154417988940585,1,0,0,Bottom,Continuous
2040.990822379605,Block,colGrain,12,2.3563743490581146,2.219505660711719,12,0,0,Top,Continuous
1354.3509166252304,Valve,equiGrain,16,3.41545644347921,9.10967708201001,20,1,0,Top,Die
1532.7750169158714,Nozzle,singleGrain,23,1.965232784878524,3.227229347700668,18,0,0,Top,Continuous
1641.432695027337,Block,singleGrain,19,1.7957438695258217,3.997666515018961,23,0,0,Top,Die
1110.7131183184697,Blade,colGrain,23,4.634035076593737,6.087776823329841,16,4,0,Bottom,Die
1759.2634589577497,Block,equiGrain,5,3.188405975763083,7.000470195579649,1,0,0,Top,Investment
1919.5279066503956,Block,singleGrain,6,0.9343213688817196,8.881305460037465,0,0,0,Top,Die
1411.6060467168936,Nozzle,equiGrain,23,4.052787089510197,8.081166030079942,20,0,0,Top,Continuous
551.8769012712228,Valve,singleGrain,30,1.953602866870676,8.889761875996474,20,0,0,Bottom,Investment
1115.2407161604829,Blade,colGrain,18,4.877202024830577,6.403654799865632,18,0,0,Top,Continuous
1298.5059611845686,Blade,colGrain,9,0.7596067175175167,9.547829639706023,3,0,0,Bottom,Continuous
1735.9764546540075,Valve,equiGrain,12,1.3714953289122398,2.385550706058554,8,0,0,Top,Continuous
1704.7423701870634,Blade,equiGrain,13,1.5371212301955288,4.720479449780481,10,0,6,Bottom,Die
1160.876210426636,Blade,equiGrain,17,2.7611434577825142,8.007117974837135,18,0,0,Bottom,Continuous
1612.5091509751064,Valve,equiGrain,10,1.2874461817389626,8.065380005181042,0,0,0,Bottom,Continuous
2118.691317106901,Block,singleGrain,5,2.8574874028849586,6.882086606223666,0,0,0,Bottom,Die
1701.598010458904,Valve,colGrain,6,3.320155091442534,8.234657964343366,2,0,0,Top,Die
1326.4309845779976,Blade,colGrain,7,1.4114398108955069,2.233253535823053,0,0,0,Top,Die
451.56392188256433,Blade,colGrain,27,4.689441417031869,2.3279678134932023,18,0,0,Bottom,Die
1624.393606431956,Nozzle,equiGrain,6,1.896981532316837,6.782172553188693,0,0,0,Top,Investment
1112.5264823474145,Blade,singleGrain,21,3.8163835784864815,1.3486065939520389,18,0,0,Bottom,Investment
1983.805198283692,Nozzle,singleGrain,11,0.8788991342611441,1.208900537044983,10,0,0,Bottom,Continuous
2005.090672284756,Nozzle,singleGrain,9,1.9942614195916128,8.49968994488302,1,0,0,Bottom,Die
1166.325995641383,Valve,equiGrain,22,3.952153057732866,7.5534521064792814,18,0,0,Top,Continuous
1820.157121582832,Nozzle,singleGrain,6,2.665273978289932,9.527129341930491,1,0,0,Bottom,Investment
1987.94199261162,Block,singleGrain,8,4.470933895713433,7.204403025532879,1,0,0,Bottom,Investment
1095.327351186913,Valve,colGrain,23,1.4656745724615328,7.205654820536786,20,0,0,Top,Investment
1423.7225105932437,Nozzle,singleGrain,18,0.7404440815118425,6.369508421652402,19,0,0,Top,Investment
500.5712945871273,Block,equiGrain,29,0.8967825795558894,1.6501878456113055,22,0,0,Top,Investment
1143.1603097399918,Valve,equiGrain,22,4.349964194902956,6.670308350928759,15,0,0,Top,Investment
751.2209654625077,Valve,singleGrain,25,3.030899765359452,3.5496141093682363,21,0,0,Top,Continuous
501.2249360162292,Valve,equiGrain,30,4.426994666854675,4.228150826607799,26,0,0,Bottom,Investment
1349.649072542165,Blade,singleGrain,5,1.0488208925680302,9.056854444933702,1,0,0,Top,Continuous
1891.985929799452,Nozzle,singleGrain,9,3.367802482430464,3.909809282016861,0,0,0,Top,Continuous
227.39342233538585,Blade,equiGrain,24,0.6534966370135141,2.795487360906676,24,0,0,Bottom,Investment
822.8006552198904,Nozzle,equiGrain,26,3.6890170375545313,8.292126206918468,22,3,0,Bottom,Continuous
624.343222604384,Blade,singleGrain,24,3.2130994155678745,7.051166864543495,23,0,0,Bottom,Die
1924.9592692792016,Nozzle,equiGrain,9,3.539720401927666,4.921953987140492,1,0,0,Bottom,Continuous
1967.8170112290356,Block,equiGrain,6,4.901438127910424,8.029184345249885,0,1,0,Bottom,Die
1622.055058610802,Block,equiGrain,20,3.70837330086126,6.985476737832809,17,0,0,Top,Die
1187.3617563144198,Blade,singleGrain,23,3.788742689717848,5.465631607594073,17,0,0,Top,Die
1416.4459750893773,Nozzle,equiGrain,17,4.526487113604568,7.640761524501451,20,0,0,Top,Continuous
1298.2985535596072,Blade,colGrain,6,1.692412110834011,3.880048735986653,2,0,0,Bottom,Investment
780.4795471580837,Nozzle,singleGrain,27,4.740677158513501,9.870694249726071,25,0,0,Top,Investment
1882.1345659879948,Block,equiGrain,10,3.097298833483079,9.95970798245371,0,0,0,Bottom,Investment
1698.6633640773016,Blade,singleGrain,13,4.273398874121274,9.166225261074748,8,2,0,Top,Continuous
2071.0044950278425,Block,colGrain,12,4.7291779837919465,7.609829333627709,10,0,0,Top,Continuous
1828.4437030339795,Block,equiGrain,9,3.1043347023138685,3.52063326361186,1,0,0,Top,Investment
1503.615722467398,Blade,colGrain,12,2.7973653575666937,1.717976357632346,8,0,0,Top,Investment
2263.290341216327,Block,colGrain,15,2.289516381270684,1.4245765983697325,13,0,0,Bottom,Die
1545.775855388267,Blade,singleGrain,7,4.606149443088075,7.459935072072675,0,0,0,Bottom,Investment
1621.7411284224177,Nozzle,singleGrain,21,4.018072302823809,3.786322568866882,16,0,0,Top,Die
1174.4365261454925,Blade,singleGrain,18,3.8566275696786665,7.401180467149388,19,0,0,Top,Continuous
1541.961763110804,Nozzle,singleGrain,22,3.327420061891346,6.717508218874225,19,0,0,Top,Die
1737.801788819157,Valve,singleGrain,10,1.745850349236405,1.8209190732085268,0,0,0,Bottom,Continuous
560.7690757719288,Valve,colGrain,26,1.818665615664906,7.057714477882896,24,0,0,Top,Continuous
1467.089403929598,Valve,colGrain,7,0.7086959357555589,4.642629408712922,0,0,0,Bottom,Investment
1498.0140130413993,Nozzle,singleGrain,17,2.930262506192852,5.582787196280969,13,0,0,Top,Investment
1165.7315985306018,Blade,colGrain,16,2.675146110284503,6.125928267889159,15,0,0,Bottom,Continuous
1624.1619046937064,Block,colGrain,20,4.27103367759157,8.4651554563108,20,1,0,Top,Die
1069.3003817909837,Blade,equiGrain,23,3.639430434620442,8.401766898766049,24,0,0,Bottom,Investment
1099.8077162566092,Blade,colGrain,22,4.8757606692719735,9.559799632049495,14,3,0,Bottom,Die
1086.1320090513682,Blade,colGrain,16,2.797315959678397,6.189029618961889,18,0,0,Bottom,Investment
1747.3495019050722,Block,colGrain,10,3.397937765734516,8.134988383537815,1,3,0,Top,Investment
1459.42638374506,Nozzle,equiGrain,20,3.959549748238339,7.468256126666999,18,0,0,Bottom,Investment
1958.469060558673,Block,equiGrain,12,4.467525307172227,2.2798357292627536,9,0,0,Top,Investment
1429.99596752036,Valve,singleGrain,19,2.2214500774350068,5.520650223975579,16,0,0,Top,Die
2147.4543950615957,Block,equiGrain,12,2.551993259920532,4.495710796135954,10,0,0,Top,Die
727.1004986095533,Block,equiGrain,27,4.874248980752696,5.890608945475178,22,0,0,Top,Investment
607.886861800638,Valve,colGrain,30,1.9975218886300792,8.034804641274832,23,0,0,Bottom,Die
1908.0598280668407,Nozzle,equiGrain,10,4.944508186457464,3.805996854783909,2,0,0,Bottom,Continuous
1526.567226444266,Block,colGrain,23,2.2461373451819604,4.900741819999011,17,0,0,Top,Continuous
1391.2454405181556,Blade,colGrain,8,2.7991991664543625,6.060439249307153,0,0,0,Top,Continuous
1524.9714618170055,Block,equiGrain,20,1.072716658040911,9.11097797712616,17,0,0,Bottom,Continuous
1419.3621592053346,Nozzle,equiGrain,21,0.7641691495921139,1.0709460442335557,19,0,0,Bottom,Die
1720.9589950338068,Block,equiGrain,21,4.495458076497611,4.904261941065801,18,0,0,Bottom,Die
1360.0183867129408,Valve,colGrain,22,4.990795490784487,9.208042965180308,22,0,0,Bottom,Die
2166.3860179184358,Block,equiGrain,15,4.163557050872658,7.883570012006519,10,0,0,Bottom,Investment
767.170532242462,Block,colGrain,29,2.8359419224546194,8.634282219890029,23,0,0,Top,Die
1242.6366557760582,Valve,colGrain,20,1.130110194863176,9.297275947087844,21,0,0,Bottom,Investment
284.16168965865927,Blade,colGrain,25,4.460592403463831,7.937116020206381,22,0,7,Top,Investment
897.8380548191793,Nozzle,equiGrain,24,3.416786699029566,1.0965671195148048,30,0,0,Bottom,Die
1630.1510418804992,Valve,equiGrain,12,0.5027875831681792,3.522188963927305,10,0,0,Top,Investment
1967.7543327415997,Block,colGrain,11,3.699699610518136,7.714944489472304,9,0,0,Top,Investment
1541.5623266116154,Nozzle,colGrain,17,2.867146269865998,1.1096516094858666,18,0,0,Bottom,Continuous
1716.4419712876345,Nozzle,singleGrain,8,0.5412965072232739,8.671522174710793,3,0,0,Top,Continuous
1369.603594175125,Valve,equiGrain,21,2.480824150834449,5.740238602507325,17,0,0,Bottom,Continuous
1711.015564161402,Block,singleGrain,7,0.6555916786573952,9.795841204372188,0,0,0,Top,Investment
1852.6206124002035,Block,equiGrain,10,2.393289282455818,9.729960391520958,1,0,0,Bottom,Investment
2084.81555366928,Nozzle,singleGrain,12,4.038128963783799,3.803874825216688,11,0,0,Top,Continuous
1013.2064536250828,Block,singleGrain,29,3.414429618525146,7.460606470470646,21,0,0,Bottom,Continuous
1783.3664601187847,Nozzle,singleGrain,7,1.7676234461245657,9.740022626879622,0,0,0,Bottom,Investment
1005.593380040614,Block,singleGrain,28,4.703537738057402,5.40816843370229,23,0,0,Top,Die
1695.5310299403209,Valve,colGrain,6,2.273044071852388,6.475334957333217,0,0,0,Bottom,Die
1446.7277905905544,Valve,singleGrain,17,2.6586462182624966,2.554846555868785,16,0,0,Top,Die
1143.5281499795458,Blade,equiGrain,21,0.8701582733609636,4.432746556692574,17,0,1,Bottom,Continuous
2139.398553712402,Nozzle,colGrain,13,4.920953331282805,4.235394989092352,11,0,0,Top,Die
346.2800320370146,Valve,equiGrain,30,1.52532766214053,4.8658352555230575,26,0,0,Top,Investment
1315.2631195945796,Blade,equiGrain,8,4.211669345817623,4.912951606282367,0,0,0,Top,Investment
816.5906383512855,Nozzle,colGrain,30,3.686982307104383,5.467461625470896,21,0,0,Bottom,Die
1488.7922940146009,Nozzle,colGrain,18,3.352346111490139,8.00018300292653,27,0,0,Top,Die
487.628260358938,Valve,colGrain,29,1.316140770383042,3.536252790966462,27,0,0,Top,Continuous
1795.7694258754434,Valve,singleGrain,5,4.921047035426092,3.477614990236841,1,0,0,Bottom,Continuous
1646.7941399166211,Nozzle,singleGrain,18,4.26557991471744,7.516709752439913,12,0,0,Bottom,Investment
1747.712050678358,Nozzle,colGrain,8,2.3974663103120664,1.064940530516192,0,0,0,Top,Continuous
788.7685558720037,Nozzle,singleGrain,25,3.005509694232177,3.282943928355184,29,0,0,Top,Investment
1792.7855881591822,Nozzle,equiGrain,5,3.1758528729549758,3.795122494578093,1,0,0,Top,Die
1078.975018468304,Valve,equiGrain,23,3.1829358035381805,1.459782490555856,16,0,0,Top,Investment
1956.1002417423315,Block,colGrain,8,2.972309258488159,2.930289766498078,1,0,0,Bottom,Die
1687.6048735006991,Valve,equiGrain,14,2.422251697039915,1.9073064878801536,10,0,0,Top,Investment
1564.6555102035463,Block,colGrain,23,2.7154659241365224,4.274280442412138,16,0,0,Top,Continuous
1160.7625938376152,Blade,equiGrain,17,3.3042694441775464,1.59715080126427,19,0,0,Bottom,Continuous
1309.0731192256967,Blade,colGrain,6,0.7790634067995721,4.733587533819182,1,0,0,Top,Continuous
1911.9223826352456,Nozzle,equiGrain,10,1.3521625190366,5.279036363005533,0,0,0,Bottom,Die
440.8331922118323,Valve,colGrain,28,4.321078761649179,7.244988266824389,19,0,0,Bottom,Investment
2173.915592602529,Nozzle,equiGrain,11,2.4814124571509337,4.70414564434537,8,0,0,Bottom,Die
1520.742439576174,Nozzle,singleGrain,19,4.549870884335849,5.78336540711589,19,0,0,Top,Investment
1759.253524323716,Valve,equiGrain,15,4.907828607383672,2.177254749048317,11,0,0,Top,Investment
2105.479985839541,Nozzle,equiGrain,15,4.626526879241478,4.649376088914684,10,0,2,Top,Continuous
1489.796665978463,Blade,equiGrain,8,1.5647500150995726,9.692437251560182,0,0,0,Bottom,Die
1570.7014467561053,Blade,colGrain,14,3.8695217388322662,1.0634222911937166,10,0,0,Bottom,Investment
934.86156327891,Block,equiGrain,26,1.1827078217408475,5.722882951153304,20,0,0,Bottom,Die
489.2616741321949,Valve,colGrain,30,3.3129060518939,8.682089017637768,21,0,0,Bottom,Continuous
1034.981344630621,Nozzle,singleGrain,24,2.0584243195026537,1.3036699320345386,25,0,0,Bottom,Die
2125.5171651515643,Block,singleGrain,6,3.309293480894551,4.3216340451023765,1,0,0,Bottom,Die
999.3473606793258,Block,singleGrain,27,2.789889891842375,3.376406285312245,23,0,0,Top,Continuous
771.6348346877573,Nozzle,colGrain,28,4.873807913716697,3.695145496110899,25,0,0,Bottom,Die
1389.8590080432928,Valve,singleGrain,19,1.040033470555248,2.858951489248549,16,0,0,Bottom,Die
1937.793860887669,Valve,singleGrain,13,0.7267166898287649,8.233354278205116,10,0,0,Bottom,Continuous
1337.849842464882,Valve,colGrain,17,0.540309583589771,2.846970502341546,20,0,0,Bottom,Die
1520.4670939808586,Valve,equiGrain,5,3.373621097627951,1.2315447929188528,1,0,0,Top,Continuous
1836.2933523463144,Nozzle,equiGrain,13,0.8506901348192386,4.848540059373214,10,0,0,Top,Investment
1383.902287476844,Block,colGrain,16,0.7718366582846383,5.942502543272285,17,0,0,Top,Investment
1930.2353802474124,Nozzle,colGrain,11,1.4874579022007324,9.210260325601936,13,0,0,Bottom,Investment
1746.8145279391902,Blade,colGrain,13,3.122397895610993,5.8175948777959405,10,0,0,Top,Die
2163.192981082314,Block,colGrain,13,0.988889248652116,2.5539467888420866,11,0,0,Bottom,Continuous
1568.6416527952356,Valve,singleGrain,16,4.407259163643339,6.448959946875668,19,0,0,Bottom,Die
1609.886092565013,Blade,equiGrain,12,4.211100333445424,1.7204814222837763,11,0,0,Bottom,Investment
1953.0990107391024,Valve,singleGrain,11,1.9810850803940536,7.692233427680597,12,0,0,Bottom,Continuous
468.8101829273567,Valve,equiGrain,30,4.154874362788681,6.358981906441018,22,0,0,Top,Continuous
839.3152155299576,Nozzle,equiGrain,24,3.726088368058559,4.191499065089044,24,0,0,Bottom,Investment
518.1557353862005,Nozzle,colGrain,29,1.0811075833332349,1.5239539109015638,21,0,0,Top,Continuous
818.570098602149,Nozzle,colGrain,24,2.598220091359436,8.100084602236388,21,0,0,Bottom,Investment
1696.8281766348996,Valve,colGrain,11,0.8267945639468146,3.3422713135927493,10,0,0,Top,Continuous
2142.698293063398,Valve,singleGrain,15,2.375290576746292,3.212658297922622,9,0,0,Bottom,Die
1538.0727715276705,Blade,colGrain,14,1.6588474996025773,8.276387916321092,12,0,0,Top,Investment
1341.2658061443117,Nozzle,singleGrain,17,0.9464910734363652,1.2457012265333618,18,0,0,Top,Investment
1722.4856486640838,Valve,colGrain,7,3.749609961124068,4.5383751034251,1,0,0,Bottom,Die
1379.5837577187026,Blade,colGrain,10,3.4100819698726745,6.783303742056437,0,0,0,Top,Continuous
1216.4863562203225,Valve,singleGrain,22,4.833702933001924,2.3917151685077376,15,0,0,Top,Investment
234.71771690650385,Blade,colGrain,29,0.9938498203106908,2.399289365754919,22,0,0,Top,Continuous
1371.5086737576737,Blade,singleGrain,6,4.254755624355379,7.295354978415639,0,0,0,Top,Investment
1378.5311687109456,Blade,colGrain,12,0.550902846947402,2.287971137030567,9,0,0,Bottom,Investment
1795.113883839082,Nozzle,colGrain,9,3.4155559288840163,8.28246077420344,0,0,0,Top,Die
2218.081604332051,Block,singleGrain,15,3.4311820997732614,4.394392580954182,8,0,0,Top,Investment
804.6215708541138,Nozzle,equiGrain,27,1.8206557228696103,8.778201238527508,18,2,0,Bottom,Continuous
1285.3360365618134,Blade,colGrain,6,2.985834870771836,2.580278175124946,2,4,0,Bottom,Investment
663.4515397565963,Nozzle,singleGrain,27,1.8359393174286391,8.989644196256721,20,0,7,Top,Continuous
1508.8835577465295,Block,singleGrain,22,1.340210264869659,5.282520362336773,17,0,0,Top,Investment
466.5546872995436,Blade,singleGrain,24,1.3125038357325738,2.7080718789588274,21,0,0,Bottom,Investment
1556.4903655027788,Valve,colGrain,9,0.6062763035028305,1.467558860595128,1,0,0,Bottom,Continuous
1196.8659660901596,Valve,colGrain,17,1.330004949169016,7.775170988772758,23,0,0,Top,Continuous
1699.4694035079133,Nozzle,singleGrain,7,4.135423594778294,2.2635161339767857,3,0,0,Top,Investment
2101.4979796936127,Block,singleGrain,11,4.034205693252538,7.989360805563296,10,0,0,Top,Investment
2023.432987290617,Block,colGrain,15,1.2953853486354514,2.153733543929431,12,0,0,Top,Investment
2066.7169301279846,Nozzle,equiGrain,13,1.1461092451653363,3.422047369134907,9,0,0,Bottom,Continuous
1723.014005197267,Block,singleGrain,7,4.357207452622765,2.44518178792414,0,0,9,Bottom,Investment
865.9678127064203,Blade,equiGrain,17,1.2389023199939837,1.6452699149966592,19,0,0,Top,Investment
1618.27650865764,Blade,singleGrain,11,1.6127507410928197,2.4580624159088647,9,0,0,Bottom,Investment
1576.5008193858805,Block,colGrain,18,4.187185318519343,8.1919487649245,14,0,0,Bottom,Continuous
1905.932203533904,Block,equiGrain,5,1.405107311345693,6.55898424829437,2,0,0,Bottom,Die
1884.1983984456808,Nozzle,equiGrain,8,2.609292462652679,1.5943285743764335,0,0,0,Bottom,Die
865.415794535322,Nozzle,singleGrain,27,4.286388225036784,7.523162717952853,21,0,0,Top,Die
1354.6392781522725,Valve,colGrain,23,4.310386824859879,9.740791570612524,18,0,3,Bottom,Continuous
470.9050583904244,Blade,colGrain,24,3.1294993317495137,7.344694657238275,25,0,0,Bottom,Continuous
1419.7736638900255,Blade,singleGrain,8,1.4998648759805868,7.973558782281223,2,0,0,Top,Die
782.2275550219995,Nozzle,singleGrain,29,3.362554641790853,6.4543187047592046,19,1,0,Top,Continuous
991.0602476143708,Nozzle,equiGrain,25,3.229424872174138,3.569043190549895,23,0,0,Bottom,Die
1977.8377173064264,Nozzle,colGrain,14,1.274527189138534,2.6451312273182683,12,0,0,Bottom,Investment
2041.1197000216844,Block,singleGrain,7,1.9772719862596944,7.029660121600158,0,0,0,Top,Die
719.636780014717,Valve,singleGrain,27,4.380210729147102,6.546797444030508,27,0,0,Bottom,Continuous
2035.810660497332,Nozzle,colGrain,13,3.763736530518455,1.680260144653847,10,0,0,Top,Die
1035.0739026482513,Blade,equiGrain,17,3.630788320776644,9.608676169958004,20,0,0,Top,Continuous
1045.3188419949392,Blade,colGrain,18,2.5899379892243397,9.850626488825377,15,2,0,Top,Investment
2063.816320019253,Nozzle,equiGrain,14,3.4677000392819632,6.440102148731822,9,0,0,Top,Continuous
1918.2573515481029,Block,singleGrain,5,2.38058121973456,2.8282595967052355,2,0,0,Bottom,Investment
977.4002873009229,Block,singleGrain,26,2.223588519480121,3.011037747629445,24,2,0,Top,Die
1297.7893610691383,Valve,singleGrain,19,0.6686616392813989,3.8511345041637073,17,0,0,Top,Continuous
1508.0741855354413,Nozzle,singleGrain,23,2.6886510631447997,8.17321683396647,19,0,0,Top,Continuous
729.4449744527507,Nozzle,equiGrain,25,1.327050999842052,2.973473439458138,22,0,0,Bottom,Investment
516.1757191535986,Valve,colGrain,30,2.2850627079003805,5.094970508502343,19,0,0,Top,Continuous
2213.6978629635614,Nozzle,singleGrain,15,2.9967786024195533,8.153894978694428,10,0,0,Top,Continuous
1270.6991490759008,Blade,singleGrain,21,2.8821124812412,3.1065406139735674,15,0,0,Bottom,Continuous
1214.207065356335,Blade,equiGrain,5,4.9590567085247335,9.955305785856018,2,0,0,Top,Investment
795.299966311275,Valve,singleGrain,24,1.433321828894618,5.981388746236329,16,0,0,Top,Continuous
1384.05198448769,Valve,singleGrain,19,1.872527753683924,3.3278573210718023,20,0,0,Bottom,Investment
2092.289865238795,Block,colGrain,14,3.817059966509929,4.346549785514444,11,0,0,Top,Investment
1816.6530365955584,Valve,colGrain,13,1.9144502678845348,3.1269672529304886,11,0,0,Bottom,Investment
1613.2354229781631,Valve,colGrain,11,2.412684474083855,1.750292873206297,7,0,0,Top,Investment
1722.5078516060134,Block,colGrain,16,3.2456833140847667,7.132176267243152,18,0,0,Bottom,Continuous
1981.6257738367824,Nozzle,colGrain,13,3.8471910115326073,1.4209185826026582,13,0,0,Top,Investment
2182.7322332118333,Block,colGrain,15,4.940756856743733,8.9418165765407,14,0,0,Top,Continuous
328.22347926214843,Blade,singleGrain,28,1.1681022293934622,6.401137512859038,21,0,0,Top,Die
1408.8255164427642,Nozzle,equiGrain,18,1.1677468108048823,8.794295783089837,14,0,0,Bottom,Investment
2065.516943547321,Block,equiGrain,8,4.827891190886475,5.112861818056454,2,0,0,Bottom,Die
1176.698412566421,Blade,singleGrain,19,4.781827553286602,1.8673240503909032,14,0,0,Bottom,Investment
2082.345313342961,Nozzle,singleGrain,12,2.128567264134653,2.5623234219648627,8,0,0,Bottom,Investment
1244.3663341835222,Blade,equiGrain,10,2.949229760589541,6.898434544204688,2,0,0,Top,Investment
797.8873861060047,Block,equiGrain,24,1.842737382356696,7.727738691030335,20,0,0,Top,Investment
414.6935187771167,Blade,equiGrain,26,4.224347779946443,1.658915576354968,22,0,0,Top,Die
274.8337529462773,Blade,equiGrain,30,2.262609993407301,8.470352227582545,22,0,0,Top,Die
1967.4008952531249,Valve,colGrain,11,4.199250965954631,9.739764198840271,10,0,0,Bottom,Die
874.3292098492813,Block,equiGrain,30,2.9872792016455816,3.57469732552312,17,0,0,Bottom,Continuous
1533.1051521902498,Blade,equiGrain,6,3.2406217744354917,9.389921118554248,0,0,0,Bottom,Die
2104.723877771897,Nozzle,colGrain,11,3.882284370935905,4.898139684878903,10,0,0,Top,Die
1572.751997827378,Nozzle,singleGrain,16,3.415634567803573,1.9073778598048632,18,0,0,Top,Die
1532.2492900673817,Nozzle,colGrain,22,1.689924610490536,1.124460142608461,15,0,0,Bottom,Die
1497.8237656644546,Blade,colGrain,10,3.3392304357832097,8.91679698273084,1,0,0,Top,Die
